1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 10000.0, -10000.0
2, 10000.0, -10000.0
3, 10000.0, -10000.0
4, 10000.0, -10000.0
5, 10000.0, -10000.0
6, 10000.0, -10000.0
7, 10000.0, -10000.0
8, 10000.0, -10000.0
1, 0.02899423009801054, 0.46628820152132305
2, 0.02899423009801054, 0.46628820152132305
3, 0.02899423009801054, 0.46628820152132305
4, 0.02899423009801054, 0.46628820152132305
5, 0.02899420806619596, 0.4662882083230629
6, 0.028994233063007517, 0.4662882088511829
7, 0.028994229136348023, 0.46628820912141
8, 0.028994241454715394, 0.4662882116236513
9, 0.4192192949316384, 0.6508529666608458
10, 0.4192192949316384, 0.6508529666608458
11, 0.4192192949316384, 0.6508529666608458
12, 0.4192192949316384, 0.6508529666608458
13, 0.4192192913741205, 0.6508529710089114
14, 0.4192193251130955, 0.6508529676370866
15, 0.41921931692147807, 0.6508529690553488
16, 0.419219308018301, 0.6508529741869564
1, 0.02899423009801054, 0.46628820152132305
2, 0.02899423009801054, 0.46628820152132305
3, 0.02899423009801054, 0.46628820152132305
4, 0.02899423009801054, 0.46628820152132305
5, 0.02899420806619596, 0.4662882083230629
6, 0.028994233063007517, 0.4662882088511829
7, 0.028994229136348023, 0.46628820912141
8, 0.028994241454715394, 0.4662882116236513
9, 0.4192192949316384, 0.6508529666608458
10, 0.4192192949316384, 0.6508529666608458
11, 0.4192192949316384, 0.6508529666608458
